message,severity,attributes,tags,timestamp
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.628177158Z
[2026-07-27 03:44:07 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.628179828Z
[2026-07-27 03:44:07 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.628182608Z
[2026-07-27 03:44:07 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.628186148Z
[2026-07-27 03:44:07 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.628189138Z
[2026-07-27 03:44:08 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:08.651991690Z
[2026-07-27 03:44:08 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:08.651996260Z
[2026-07-27 03:44:08 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:08.651999260Z
[2026-07-27 03:44:08 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:08.652002760Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:09.103983998Z
[2026-07-27 03:44:09 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:09.103992868Z
[2026-07-27 03:44:09 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:09.143871397Z
[2026-07-27 03:44:09 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:09.143875107Z
[2026-07-27 03:44:09 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:09.143878127Z
[2026-07-27 03:44:10 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.138603693Z
[2026-07-27 03:44:10 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.138606673Z
[2026-07-27 03:44:10 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.138610953Z
[2026-07-27 03:44:10 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.138613493Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.569120406Z
[2026-07-27 03:44:10 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.569142806Z
[2026-07-27 03:44:10 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.710371047Z
[2026-07-27 03:44:10 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.710377417Z
[2026-07-27 03:44:10 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:10.710380427Z
[2026-07-27 03:44:11 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:11.704352477Z
[2026-07-27 03:44:11 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:11.704362217Z
[2026-07-27 03:44:11 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:11.704365226Z
[2026-07-27 03:44:11 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:11.704367886Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:12.114415069Z
[2026-07-27 03:44:12 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:12.114418939Z
[2026-07-27 03:44:12 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:12.248864765Z
[2026-07-27 03:44:12 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:12.248874205Z
[2026-07-27 03:44:12 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:12.248879365Z
[2026-07-27 03:44:13 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.258984490Z
[2026-07-27 03:44:13 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.258987750Z
[2026-07-27 03:44:13 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.258991160Z
[2026-07-27 03:44:13 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.258993990Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.606486034Z
[2026-07-27 03:44:13 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.606492054Z
[2026-07-27 03:44:13 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.700964702Z
[2026-07-27 03:44:13 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.700970332Z
[2026-07-27 03:44:13 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:13.700973422Z
[2026-07-27 03:44:59 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944021457Z
[2026-07-27 03:44:59 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944027807Z
[2026-07-27 03:44:59 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944033467Z
[2026-07-27 03:44:59 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944040367Z
[2026-07-27 03:45:00 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944045317Z
[2026-07-27 03:44:57 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944045807Z
[2026-07-27 03:45:00 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944050097Z
[2026-07-27 03:44:57 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944056637Z
[2026-07-27 03:44:57 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944062057Z
[2026-07-27 03:44:57 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944066337Z
[2026-07-27 03:44:58 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944070047Z
[2026-07-27 03:44:58 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944074807Z
[2026-07-27 03:44:58 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944078317Z
[2026-07-27 03:44:58 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944081697Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944085507Z
[2026-07-27 03:44:57 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944112307Z
[2026-07-27 03:44:57 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944115797Z
[2026-07-27 03:44:57 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:45:03.944119576Z
